Name,Address,City,State,Phone,Web Address,Street Address,Service,Type,Zip
CSI Corozal 3,3.9 Carr 159,Unibón,PR,787-999-4103 x2303,,12.4 Carr 152,Primary Care,Free,687
DEKALB COUNTY HEALTH DEPARTMENT,254 Tiger Dr,Smithville,TN,615-597-7599,n/a,710 James Robertson Pkwy,Primary Care,Free,37166
AAPHC Elois Edge Women's Health Center,1912 Arlington Ln,Albany,GA,229-888-6559,www.aaphc.org,204 N Westover Blvd,Primary Care,Free,31701
Ryther South Seattle Youth Center,9416 Rainier Ave S,Seattle,WA,206-331-2363,https://youthcare.org/homeless-youth-services/engagement-services/south-seattle-shelter/,"401 5th Ave, Ste 1300",Primary Care,Free,98118
"TCA Health, Inc.",1029 E 130th St,Chicago,IL,773-995-6300,none,1029 E 130th St,Primary Care,Free,60628
West Farms Family Practice,1825 Boston Rd,Bronx,NY,718-842-8040,www.montefiore.org,1 Fordham Plz FL 11,Primary Care,Free,10460
APLA Health - 3643 S. La Brea,3643 S La Brea Ave,Los Angeles,CA,213-201-1600,,611 S Kingsley Dr,Primary Care,Free,90016
HopeHealth Irby Street,360 N Irby St,Florence,SC,843-667-9414,,360 N Irby St,Primary Care,Free,29501
First Choice Community Health Centers Mobile Dental,40 Autumn Fern Trl,Lillington,NC,910-364-0970,www.firstchoicechc.org,40 Autumn Fern Trl,Primary Care,Free,27546
CommuniCare Health Centers - Allergy Institute,"4456 Lockhill Selma Rd, Ste 103",San Antonio,TX,210-233-7000,,3066 E Commerce St,Primary Care,Free,78249
Central Oklahoma Family Medical Center - Lab,2721 Arlington St,Ada,OK,580-436-5111,www.cofmc.com,527 W 3rd St,Primary Care,Free,74820
Northwest Early College High School,6701 S Desert Blvd,El Paso,TX,915-533-7057,,3607 Rivera Ave,Primary Care,Free,79932
CENTRO MEDICO CATHEDRAL CITY,69175 Ramon Rd BLDG A,Cathedral City,CA,760-321-6776,www.borregomedical.org,1695 N Sunrise Way,Primary Care,Free,92234
Inverness Medical - 300 S. Line Avenue,300 S Line Ave,Inverness,FL,352-419-5760,www.langleymedicalcenter.com,1425 S US 301,Primary Care,Free,34452
Contra Costa County Dental Van,2023 Vale Rd,San Pablo,CA,510-981-4100,,2344 6th St,Primary Care,Free,94806
The Triumph,4225 6th St SE,Washington,DC,202-735-0979,,4 Atlantic St SW,Primary Care,Free,20032
HAMAKUA HEALTH CENTER,45-549 Plumeria St,Honokaa,HI,808-775-7204,www.hamakua-health.org,45-549 Plumeria St,Primary Care,Free,96727
McKinney Community Health Center Outreach Site,935 Mcdonald St,Waycross,GA,912-285-5080,www.mckinneyhealthcenter.com,935 Mcdonald St,Primary Care,Free,31501
Westside Family Healthcare - Northeast,908 E 16th St STE B,Wilmington,DE,302-575-1414,WWW.WESTSIDEHEALTH.ORG,"300 Water St, Ste 200",Primary Care,Free,19802
Community Health Centers Santa Maria Women's Health A,116 S Palisade Dr STE 301,Santa Maria,CA,805-934-5402,,150 Tejas Pl,Primary Care,Free,93454
KCCHC ND Mount Vernon,,,XX,740-399-8008,,11660 Upper Gilchrist Rd,Primary Care,Free,
JAMHI-Salmon Creek,"3406 Glacier Hwy, Ste A",Juneau,AK,907-463-3303,,3406 GLACIER HWY,Primary Care,Free,99801
Access Health Louisiana Lutcher High School SBHC,1910 W Main St,Lutcher,LA,504-575-3700,,2900 Indiana Ave,Primary Care,Free,70071
"Comprehensive Community Health Centers, Inc-North Hollywood",12157 Victory Blvd,North Hollywood,CA,818-755-8000,www.cchccenters.org,801 S Chevy Chase Dr STE 250,Primary Care,Free,91606
LCHC Calumet,2719 Calumet Ave STE A,Manitowoc,WI,920-686-2333,,1721 Saemann Ave,Primary Care,Free,54220
East Texas Border Health Clinic dba Genesis PrimeCare-Marshall Administration,400 S Alamo Blvd,Marshall,TX,903-927-3782,,400 S Alamo Blvd,Primary Care,Free,75670
Medical Associates Plus,2050 Walton Way,Augusta,GA,706-790-4440,mapbt.com,2467 Golden Camp Rd,Primary Care,Free,30904
MONCURE COMMUNITY HEALTH CENTER,7228 Moncure Pittsboro Rd,Moncure,NC,919-542-4991,www.piedmonthealth.org,88 Vilcom Center Dr,Primary Care,Free,27559
South Suburban Homeless Outreach Center,15420 Dixie Hwy UNIT G,Harvey,IL,877-692-8686,www.auntmarthas.org,19990 Governors Hwy,Primary Care,Free,60426
WellSpace Health,777 12th St STE 250,Sacramento,CA,916-550-5444,,2433 Marconi Ave,Primary Care,Free,95814
Mobile Unit 1,238 Front St,Cashton,WI,608-654-5100,,611 Broadway St,Primary Care,Free,54619
Kiva,1339 SE 9th Ave,Hialeah,FL,305-884-1382,www.citrushealth.com,4175 W 20th Ave,Primary Care,Free,33010
IWS Family Health Dunning,6416 W Belmont Ave,Chicago,IL,773-782-2800,iwsfamilyhealth.org,3600 W FULLERTON AVE,Primary Care,Free,60634
Family HealthCare Network - Hanford 12th Avenue Health Center,939 S 12th Ave,Hanford,CA,877-960-3426,,305 E Center Ave,Primary Care,Free,93230
HomePlace Eye Care,341 Court St,Paintsville,KY,606-789-4675,,104 S Front Ave,Primary Care,Free,41240
Horizon High School,14651 Horizon Blvd,El Paso,TX,915-465-1191,https://www.pvida.net/,3607 Rivera Ave,Primary Care,Free,79928
YAZOO COUNTY HIGH SCHOOL,6789 US-49E,Yazoo City,MS,662-746-6200,www.gacfhc.org,232 W Peace St,Primary Care,Free,39194
SAC Barstow Suite 101,801 E Mountain View St,Barstow,CA,909-382-7100,,1455 3rd St,Primary Care,Free,92311
COWLITZ FAMILY HEALTH CENTER,1057 12th Ave,Longview,WA,360-636-3892,cowlitzfamilyhealth.org,1057 12th Ave,Primary Care,Free,98632
1st Choice Healthcare Salem,172 Highway 62,Salem,AR,870-895-2735,www.1stchoice-ar.org,1300 Creason Rd,Primary Care,Free,72576
PrimeCare Hamlin,1920 N Hamlin Ave,Chicago,IL,773-772-7202,,2211 N Elston Ave STE 301,Primary Care,Free,60647
"Community Medical Centers, Respite Center",201 N Stanislaus St,Stockton,CA,209-762-5000,,7210 Murray Dr,Primary Care,Free,95202
Community Health of Central Washington,501 S 5th Ave,Yakima,WA,509-494-6700,www.chcw.org,501 S 5th Ave,Primary Care,Free,98902
Whittier mobile health van #2,1290 Tremont Street,Roxbury Crossing,MA,617-427-1000,,1290 Tremont Street,Primary Care,Free,02120
Gallatin County Upper Elementary,50 Pawprint Path,Warsaw,KY,859-567-1720,,441 US Highway 42 W,Primary Care,Free,41095
Midtown Health Center - Vets Home,600 E Benjamin Ave,Norfolk,NE,402-370-3330,,302 W Phillip Ave,Primary Care,Free,68701
Neosho Schools- Goodman Elementary,117 N School St,Goodman,MO,417-451-9450 x207,www.accessfamilycare.org,475 Nelson Ave,Primary Care,Free,64843
TCCH Gifford Health Center,4675 28th Ct,Vero Beach,FL,772-257-8224,www.tcchinc.org,12196 County Road 512,Primary Care,Free,32967
Ritter Center,16 Ritter St,San Rafael,CA,415-457-8182,www.rittercenter.org,16 Ritter St,Primary Care,Free,94901
Riverside Community Health Center,405 Woodville Rd,Toledo,OH,419-221-3072,www.hpwohio.org,329 N West St,Primary Care,Free,43605
MHHC Brooklyn,1095 Flatbush Ave,Brooklyn,NY,718-716-4400,,85 W Burnside Ave,Primary Care,Free,11226
Park County RE-2 SBHC,640 Hathaway St,Fairplay,CO,970-423-8831,,360 Peak One Dr STE 100,Primary Care,Free,80440
Tapestry 360 Health - Trilogy,1400 W Greenleaf Ave,Chicago,IL,773-508-6135,https://tap360health.org/,1301 W Devon Ave,Primary Care,Free,60626
Contentnea Health Greene,1106 Kingold Blvd,Snow Hill,NC,252-747-2921,gchcinc.org,7 Professional Drive,Primary Care,Free,28580
MACDONOUGH ELEMENTARY SCHOOL - SBHC (RITA HAYES WELLNESS CENTER),66 Spring St,Middletown,CT,860-344-9821,www.chc1.com,635 Main St,Primary Care,Free,06457
United Health Centers Fresno Bullard 1782,1782 E Bullard Ave STE 102,Fresno,CA,559-646-6618 x0010,www.unitedhealthcenters.org,3875 W Beechwood Ave,Primary Care,Free,93710
FAMILY HEALTH SERVICES - CANYON RIDGE HIGH SCHOOL,300 N College Rd W,Twin Falls,ID,208-732-7555,www.fhsid.org,794 Eastland Dr,Primary Care,Free,83301
"Premier Community HealthCare Group, Inc. - Anclote High School",1540 Sweetbriar Dr,Holiday,FL,352-518-2000,www.premierhc.org,37912 Church Ave,Primary Care,Free,34691
Midtown Health Center - Woodland Park Elementary School,611 Meadow Ln,Norfolk,NE,402-644-2565,,302 W Phillip Ave,Primary Care,Free,68701
GVHC - MERCED WOMEN'S CLINIC,797 W Childs Ave,Merced,CA,209-383-5871,www.gvhc.org,737 W Childs Ave,Primary Care,Free,95341
WellSpace Health - Sierra Gardens Community Health Center,151 N Sunrise Ave STE 1309,Roseville,CA,916-737-5555,www.wellspacehealth.org,2433 Marconi Ave,Primary Care,Free,95661
South Floyd Elementary School,299 Mt Raider Dr,Hi Hat,KY,606-263-6175,www.bshc.org,1709 KY Route 321,Primary Care,Free,41636
"Center for Family Health & Education, inc. dba Priority Care Medical Group - PD","8727 Van Nuys Blvd, Ste 201",Panorama City,CA,818-479-7182,www.cffhae.org,"8727 Van Nuys Blvd, Ste 201",Primary Care,Free,91402
Langley Health Services Solution Center - Lecanto,593B N Lecanto Hwy,Lecanto,FL,352-423-2401,,1425 S US 301,Primary Care,Free,34461
Fairmount Primary Care Center at Girard Medical Center,820 W Thompson St,Philadelphia,PA,215-235-9600,,1412 Fairmount Ave,Primary Care,Free,19122
LEC Mobile Clinic 1,35 E 31st St,San Angelo,TX,325-658-5339,,34 Buick St,Primary Care,Free,76903
Pathways to Housing,828 Evarts St NE,Washington,DC,202-469-4699,www.unityhealthcare.org,1100 New Jersey Ave SE,Primary Care,Free,20018
PS/MS 46 The Arthur Tappan School,2987 Frederick Douglass Blvd,New York,NY,212-360-1519,,150 55th St,Primary Care,Free,10039
Clarity Healthcare,700 W Adams St,Bowling Green,MO,573-603-1460,,900 E Laharpe St,Primary Care,Free,63334
Horace Mann Laboratory School,79 Willson St,Salem,MA,978-740-8388,www.nschi.org,27 Congress Street,Primary Care,Free,01970
Midwest Refuah Health Center - Admin/Medical,"6374 N Lincoln Ave, Ste 204",Chicago,IL,872-270-5999,www.midwestrefuahhealthcenter.org,6374 N LINCOLN AVE STE 204,Primary Care,Free,60659
Via Care Whittier Boulevard Health Center,5015 Whittier Blvd,Los Angeles,CA,323-981-2930 x32326,,507 S Atlantic Blvd,Primary Care,Free,90022
Community Counseling Center,Tamarack St,Tuba City,AZ,928-283-2816,,167 Main St,Primary Care,Free,86045
PHSC West Monroe Family Health Center,301 Mcmillan Rd,West Monroe,LA,318-737-7616,,2913 Betin Ave,Primary Care,Free,71291
Islands Community Medical Center Annex,25 Medical Center Loop,Vinalhaven,ME,207-863-4109,,15 Medical Center Loop,Primary Care,Free,04863
Wood County Community Health Center,1840 E Gypsy Lane Rd,Bowling Green,OH,419-354-9049,www.wchealthcenter.org,1840 E Gypsy Lane Rd,Primary Care,Free,43402
"Migrant Health Center, Western Region, Inc. Optometry Clinic",403 Calle Dr Ramon E Betances S,Mayaguez,PR,787-805-2900 x234,www.migrantspr.com,491 Calle Dr Ramon E Betances S,Primary Care,Free,00680
SB-WLV-HS-MS,1024 S Pacific St,Las Vegas,NM,505-426-2599,,117 CAMINO DE VIDA STE 300,Primary Care,Free,87701
CSC - Chinatown Ste. 315,767 N Hill St STE 315,Los Angeles,CA,323-808-1700,www.cscla.org,711 W College St STE 388,Primary Care,Free,90012
Midtown Health Center - O'Neill,422 E Douglas St,Oneill,NE,402-336-2406,,302 W Phillip Ave,Primary Care,Free,68763
SJCH S. Mark Taper Foundation Chronic Disease and Environmental Health Center,808 W 58th St,Los Angeles,CA,323-541-1411,sjch.org,808 W 58th St,Primary Care,Free,90037
HAPPI Health-Sparkman,2597 Sparkman Dr NW,Huntsville,AL,256-585-6212,www.happiinc.com,813 FRANKLIN ST SE,Primary Care,Free,35810
"Grace Community Health Center, Inc. - Hyden",21154 Highway 421,Hyden,KY,606-672-1208,,"1019 Cumberland Falls Hwy, Ste B201",Primary Care,Free,41749
"Molokai Community Health Center, Building #1, suite 102, Dental Department",30 Oki Pl,Kaunakakai,HI,808-553-5038,,30 Oki Pl,Primary Care,Free,96748
Greater Baden Medical Service at Capitol Heights I,1458 Addison Rd S,Capitol Heights,MD,301-324-1500,www.gbms.org,7450 Albert Rd,Primary Care,Free,20743
Wellness Pointe - LISD - J.L. Everhart Elementary,2919 Tryon Rd,Longview,TX,903-758-2610,,1107 E Marshall Av,Primary Care,Free,75605
Missouri Highlands Urgent Care - Doniphan,109 Plum St,Doniphan,MO,573-663-2313,www.mohigh.org,110 S 2nd St,Primary Care,Free,63935
Beverly Community Clinic West,3755 Beverly Blvd,Los Angeles,CA,323-697-1603,,2252 BEVERLY BLVD STE 103,Primary Care,Free,90004
Lancaster Family Health Center at Lancaster,255 Lancaster Dr NE,Salem,OR,503-588-0076,www.yvfwc.com,604 W 1st Ave,Primary Care,Free,97301
NECC - Hawthorne,4455 W 117th St STE 300,Hawthorne,CA,310-645-0444,www.necc.net,2550 W MAIN ST STE 301,Primary Care,Free,90250
SWLA--JD Clifton Elementary School,100 N Prater St,Lake Charles,LA,337-439-9983,,2000 Opelousas St,Primary Care,Free,70601
GVHC - McHenry Suite 560,"1524 McHenry Ave, Ste 560",Modesto,CA,866-682-4842,https://www.gvhc.org/,737 W Childs Ave,Primary Care,Free,95350
Affinity Health Center Main,455 Lakeshore Pkwy,Rock Hill,SC,803-909-6363,,455 Lakeshore Pkwy,Primary Care,Free,29730
Kintegra Family Medicine - Hickory,133 1st Ave SE,Hickory,NC,704-874-3356,www.kintegra.org,200 East Second Avenue,Primary Care,Free,28602
Jose De Diego Middle School,3100 NW 5th Ave,Miami,FL,305-573-7229,www.jtchs.org,5607 NW 27th Ave,Primary Care,Free,33127
EXCELth Mobile Dental Unit,9900 Lake Forest Blvd,New Orleans,LA,504-620-0500,www.excelth.com,"1515 Poydras St, Ste 1070",Primary Care,Free,70127
RHCHC Lakeview Elementary,1800 S 11th St,Centerville,IA,641-856-0637,www. centervilleschools.org,201 S Market St,Primary Care,Free,52544
Frontera Healthcare Network - Menard Admin,105 E San Saba St,Menard,TX,325-869-5500,https://www.fronterahcn.org/index.php,105 E San Saba St,Primary Care,Free,76859
EASTERN COMMUNITY HEALTH CENTER,Melekeok,PALAU,PW,680-654-1077,none,1 HOSPITAL RD,Primary Care,Free,96940
Aria Community Health Center Mobile 3,555 E St,Lemoore,CA,559-386-4500,,555 E St,Primary Care,Free,93245
Waikiki Health Mobile Medical Unit  1,1414 Kalakaua Ave,Honolulu,HI,808-922-4787,www.waikikihc.org,277 Ohua Ave,Primary Care,Free,96826
Rural Health Group at Halifax Medical Specialist,270 Smith Church Rd,Roanoke Rapids,NC,252-537-0134,www.rhgnc.org,717 Old Farm Road South,Primary Care,Free,27870
Kintegra Mobile Dentistry Unit - Randolph,611 Randolph St,Thomasville,NC,336-474-4585,www.kintegra.org,200 East Second Avenue,Primary Care,Free,27360
Memorial Healthy Kids Clinic,1400 N Jackson Hwy,Hardyville,KY,270-528-2271,www.cumberlandfamilymedical.com,"360 Keen St, Ste 500",Primary Care,Free,42746
Samuel U. Rodgers Health Center Northland Family Practice,5330 N Oak Trfy STE 203,Kansas City,MO,816-499-4100,www.rodgershealth.org,825 Euclid Ave,Primary Care,Free,64118
AltaMed Dental Group at Lowell Elementary School,700 S Flower St,Santa Ana,CA,888-499-9303,www.altamed.org,2040 Camfield Ave,Primary Care,Free,92703
"Genesis Healthcare, Inc. dba Olanta Family Care",211 S Jones Rd,Olanta,SC,843-396-9730,www.genesisfqhc.org,201 Cashua St,Primary Care,Free,29114
OneWorld Learning Community Center of South Omaha,2302 M St,Omaha,NE,402-301-7528,,"4920 S 30th St, Ste 103",Primary Care,Free,68107
East Carroll Parish Hospital,336 N Hood St,Lake Providence,LA,318-559-4023,https://www.ecphospital.com/,336 N HOOD ST,Primary Care,Free,71254
West McDowell Middle School,346 W Mcdowell Jr High Sch Rd,Marion,NC,828-583-6733,,257 Biltmore Avenue,Primary Care,Free,28752
Gallatin Co Middle School,88 Pawprint Path,Warsaw,KY,859-567-5860,,441 US Highway 42 W,Primary Care,Free,41095
Lone Star Circle of Care at Stassney,730 W Stassney Ln STE 110,Austin,TX,877-800-5722,www.lscctx.org,205 E University Ave STE 200,Primary Care,Free,78745
YES Prep North Central,13703 Aldine Westfield Rd,Houston,TX,832-548-5000,,1415 California St,Primary Care,Free,77039
Kerman Health Center,449 S Madera Ave,Kerman,CA,559-364-2970,www.vht.org,21890 W Colorado Ave,Primary Care,Free,93630
Promise Healthcare Neil St,821 S Neil St,Champaign,IL,217-356-1558,,819 Bloomington Rd,Primary Care,Free,61820
Irwin County School Health Center,521 Lax Hwy,Ocilla,GA,229-468-9166,,204 E 4th St,Primary Care,Free,31774
Harriet Tubman Elementary School (SBMH),3101 13th St NW,Washington,DC,202-673-7285,,2333 Ontario Rd NW,Primary Care,Free,20010
The Children's Clinic Family Health Center Cabrillo Gateway,2000 San Gabriel Ave,Long Beach,CA,844-822-4646,www.thechildrensclinic.org,"701 E 28th St, Ste 200",Primary Care,Free,90810
Carevide,2600 Commerce Way STE 100,Kaufman,TX,972-750-3177,carevide.org,4500 Wesley St,Primary Care,Free,75142
New Britain Family Health and Wellness Center,40 Hart St,New Britain,CT,860-793-3500,www.wheelerclinic.org,91 Northwest Dr,Primary Care,Free,06052
Evara Health - Countryside,26286 US Highway 19 N,Clearwater,FL,727-824-8181,www.evarahealth.org,14100 58th St N,Primary Care,Free,33761
Eldorado Rural Health Clinic,1401 US Highway 45 N,Eldorado,IL,618-273-2951,www.crhpc.org,4241 State Highway 14,Primary Care,Free,62930
Multi-Cultural Health Evaluation Delivery System,826 Parade St,Erie,PA,814-377-0377,mheds.org,2928 PEACH STREET,Primary Care,Free,16503
Bridge Community Health Clinic - Administrative Offices,2620 Stewart Av,Wausau,WI,715-848-4884,www.bridgeclinic.org,1810 N 2nd St,Primary Care,Free,54401
Tapestry 360 Health - Sullivan,6631 N Bosworth Ave,Chicago,IL,312-571-2590,https://tap360health.org,1301 W Devon Ave,Primary Care,Free,60626
Nebraska Primary Care,905 Nebraska Ave,Toledo,OH,419-841-7701,www.zepfcenter.org,6605 W CENTRAL AVE,Primary Care,Free,43607
SOUTH PARK INN,75 Main St,Hartford,CT,860-724-0071,www.thecharteroak.org,21 Grand St,Primary Care,Free,06106
HOMELESS CLINIC,1208 Myrtle Ave,El Paso,TX,915-351-8972,www.sanvicente.org,8061 Alameda Ave,Primary Care,Free,79901
Greater Valley Health Center - Evergreen Junior High,20 W Evergreen Dr RM 254,Kalispell,MT,406-607-4900,greatervalleyhealth.org,1035 1st Ave W,Primary Care,Free,59901
La Clinica Dental Union City,1203 J St,Union City,CA,510-535-4000,,1515 Fruitvale Ave,Primary Care,Free,94587
NorthLakes - Rice Lake New,1051 West Ave,Rice Lake,WI,888-834-4551,www.nlccwi.org,7665 US Highway 2,Primary Care,Free,54868
Heritage Health Kroc Rx,1765 W Golf Course Rd,Coeur D Alene,ID,208-292-0292,www.myheritagehealth.org,1090 W Park Pl,Primary Care,Free,83815
Valle del Sol_Mesa_334,334 W 10th Pl STE 101,Mesa,AZ,602-258-6797,,3877 North 7th Street,Primary Care,Free,85201
Genesis Community Health- Atlantic Community High School SBHC,2455 W Atlantic Ave,Delray Beach,FL,561-266-0961,www.gencomhealth.org,"639 E Ocean Ave, Ste 409",Primary Care,Free,33445
Columbia Heights Educational Campus (SBMH),3101 16th St NW,Washington,DC,202-939-6680,,2333 Ontario Rd NW,Primary Care,Free,20010
SCHC PROJ HOPE MED/DENT MOBILE,1035 Placer St,Redding,CA,530-246-5947,WWW.SHASTAHEALTH.ORG,1035 Placer St,Primary Care,Free,96001
AltaMed PACE - Santa Ana,"3601 W Sunflower Ave, Ste 100",Santa Ana,CA,888-499-9303,,2040 Camfield Ave,Primary Care,Free,92704
"Health Care Partners of South Carolina, Inc. - MARION OFFICE",145 Palmetto Pointe Rd,Marion,SC,843-423-2400,www.hcpsc.com,1708 Oak St,Primary Care,Free,29571
Maya Angelou Elementary School,1850 NW 32nd St,Miami,FL,305-636-3480,www.jtchs.org,5607 NW 27th Ave,Primary Care,Free,33142
BVCHC Main Street Satellite,1145 Main St,Pawtucket,RI,401-729-0080,www.bvchc.org,39 East Ave,Primary Care,Free,02860
Northside Health Center,3917 Spring Grove Ave,Cincinnati,OH,513-357-7600,NA,3101 Burnet Ave,Primary Care,Free,45223
Caring Hands Healthcare Centers @ MRHC,4 E Clark Bass Blvd,McAlester,OK,918-426-2442,,3101 Elk Dr,Primary Care,Free,74501
San Ysidro Health Lincoln High School,4777 Imperial Ave,San Diego,CA,619-266-6500,,1601 Precision Park Ln,Primary Care,Free,92113
VPCHC - Rockville,727 N Lincoln Rd,Rockville,IN,765-569-1123,www.valleyprohealth.org,"777 S Main St, Ste 100",Primary Care,Free,47872
GraceMed Jardine Family Clinic,3610 E Ross Pkwy,Wichita,KS,316-866-2000,,1150 N Broadway Ave,Primary Care,Free,67210
